,marca,preço,link
0,"NOTEBOOK GAMER LENOVO GAMING 3I INTEL CORE I5-11300H, GEFORCE GTX 1650, 8GB RAM, SSD 512GB, 15.6 FULL HD, WINDOWS 11, PRETO  - 82MG0009BR","R$ 4.199,99",https://www.kabum.com.br//produto/373931/notebook-gamer-lenovo-gaming-3i-intel-core-i5-11300h-geforce-gtx-1650-8gb-ram-ssd-512gb-15-6-full-hd-windows-11-preto-82mg0009br
1,"NOTEBOOK ASUS AMD RYZEN 5-3500U, 8GB RAM, SSD 256GB, 15,6', RADEON VEGA 8, WINDOWS 11 HOME, CINZA - M515DA-BR1213W","R$ 3.099,99",https://www.kabum.com.br//produto/334039/notebook-asus-amd-ryzen-5-3500u-8gb-ram-ssd-256gb-15-6-radeon-vega-8-windows-11-home-cinza-m515da-br1213w
2,"NOTEBOOK ACER ASPIRE 5 RYZEN 7-5700U, 8GB RAM, 256GB SSD NVME, TELA 15.6 IPS FULL HD, WINDOWS 11 HOME, PRATA - A515-45-R760","R$ 3.599,99",https://www.kabum.com.br//produto/308368/notebook-acer-aspire-5-ryzen-7-5700u-8gb-ram-256gb-ssd-nvme-tela-15-6-ips-full-hd-windows-11-home-prata-a515-45-r760
3,"NOTEBOOK GAMER ACER NITRO 5 INTEL CORE I7-11800H, GEFORCE GTX 1650, 8GB RAM, SSD 512GB, 15.6 FULL HD 144HZ IPS, WINDOWS 11, PRETO - AN515-57-740K","R$ 5.199,99",https://www.kabum.com.br//produto/382898/notebook-gamer-acer-nitro-5-intel-core-i7-11800h-geforce-gtx-1650-8gb-ram-ssd-512gb-15-6-full-hd-144hz-ips-windows-11-preto-an515-57-740k
4,"NOTEBOOK ASUS INTEL CORE I3 1005G1, 4GB RAM, 256GB SSD, TELA 15.6, ENDLESS OS, CINZA - X515JA-BR2750","R$ 1.949,99",https://www.kabum.com.br//produto/369923/notebook-asus-intel-core-i3-1005g1-4gb-ram-256gb-ssd-tela-15-6-endless-os-cinza-x515ja-br2750
5,"NOTEBOOK ACER ASPIRE 5, INTEL CORE I5 11ª GEN, 8GB, SSD 256GB, 14 POL. FULL HD, LINUX GUTTA - A514-54-56LF","R$ 2.599,35",https://www.kabum.com.br//produto/401176/notebook-acer-aspire-5-intel-core-i5-11-gen-8gb-ssd-256gb-14-pol-full-hd-linux-gutta-a514-54-56lf
6,"NOTEBOOK GAMER LENOVO GAMING 3I INTEL CORE I5-11300H, GEFORCE GTX1650, 8GB RAM, SSD 512GB, 15.6 FULL HD, LINUX, PRETO - 82MGS00200","R$ 3.899,99",https://www.kabum.com.br//produto/378467/notebook-gamer-lenovo-gaming-3i-intel-core-i5-11300h-geforce-gtx1650-8gb-ram-ssd-512gb-15-6-full-hd-linux-preto-82mgs00200
7,"NOTEBOOK SAMSUNG INTEL CORE I5-1135G7, 8GB RAM, SSD 256GB, 15.6 FULL HD, WINDOWS 11 HOME, CINZA - NP550XDA-KH2BR","R$ 2.969,10",https://www.kabum.com.br//produto/291436/notebook-samsung-intel-core-i5-1135g7-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-cinza-np550xda-kh2br
8,"NOTEBOOK ACER ASPIRE 5, INTEL CORE I7 11ª GEN, 8GB, SSD 512GB, 15.6 POL. FULL HD, LINUX GUTTA - A515-56-740V","R$ 3.495,05",https://www.kabum.com.br//produto/401177/notebook-acer-aspire-5-intel-core-i7-11-gen-8gb-ssd-512gb-15-6-pol-full-hd-linux-gutta-a515-56-740v
9,"NOTEBOOK GAMER LENOVO LEGION 5 AMD RYZEN 7-5800H, 16GB RAM, SSD 512GB, GEFORCE RTX 3050, 15.6 FULL HD, WINDOWS 11,  PHANTOM BLUE - 82QJ0000BR","R$ 6.299,99",https://www.kabum.com.br//produto/307100/notebook-gamer-lenovo-legion-5-amd-ryzen-7-5800h-16gb-ram-ssd-512gb-geforce-rtx-3050-15-6-full-hd-windows-11-phantom-blue-82qj0000br
10,"NOTEBOOK GAMER ACER NITRO 5 AMD RYZEN 7-4800H, 8GB RAM, SSD 256GB, GEFORCE GTX 1650, HDD 1TB, 15.6 FULL HD, WINDOWS 11, PRETO  - AN515-44-R629","R$ 4.999,99",https://www.kabum.com.br//produto/339504/notebook-gamer-acer-nitro-5-amd-ryzen-7-4800h-8gb-ram-ssd-256gb-geforce-gtx-1650-hdd-1tb-15-6-full-hd-windows-11-preto-an515-44-r629
11,"NOTEBOOK ASUS VIVOBOOK 15 INTEL CORE I5-1135G7, 8GB RAM, SSD 256GB, 15.6 FULL HD, WINDOWS 11 HOME, AZUL COBALTO - X513EA-BQ2782W","R$ 3.699,99",https://www.kabum.com.br//produto/430132/notebook-asus-vivobook-15-intel-core-i5-1135g7-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-azul-cobalto-x513ea-bq2782w
12,"NOTEBOOK GAMER DELL G15 INTEL CORE I5-12500H, 8GB RAM, GEFORCE RTX3050, SSD 512GB, 15.6 FULL HD, WINDOWS 11, PRETO - G15-I1200-A20P","R$ 5.899,99",https://www.kabum.com.br//produto/393668/notebook-gamer-dell-g15-intel-core-i5-12500h-8gb-ram-geforce-rtx3050-ssd-512gb-15-6-full-hd-windows-11-preto-g15-i1200-a20p
13,"NOTEBOOK LENOVO ULTRAFINO IDEAPAD 3I-15IGL INTEL CELERON N4020, 4GB RAM, 128GB SSD, LINUX, PRATA - 82BUS00100","R$ 1.599,99",https://www.kabum.com.br//produto/340741/notebook-lenovo-ultrafino-ideapad-3i-15igl-intel-celeron-n4020-4gb-ram-128gb-ssd-linux-prata-82bus00100
14,"NOTEBOOK GAMER ACER NITRO 5 INTEL CORE I7-11800H, GEFORCE RTX 3050, 8GB RAM, SSD 512GB, 15.6 FULL HD 144HZ, WINDOWS 11, PRETO - AN515-57-73G1","R$ 7.599,99",https://www.kabum.com.br//produto/382887/notebook-gamer-acer-nitro-5-intel-core-i7-11800h-geforce-rtx-3050-8gb-ram-ssd-512gb-15-6-full-hd-144hz-windows-11-preto-an515-57-73g1
15,"NOTEBOOK ASUS AMD RYZEN 5-3500U, 8GB RAM, SSD 256GB, 15,6', RADEON VEGA 8, LINUX, CINZA - M515DA-BR1213","R$ 2.999,99",https://www.kabum.com.br//produto/334040/notebook-asus-amd-ryzen-5-3500u-8gb-ram-ssd-256gb-15-6-radeon-vega-8-linux-cinza-m515da-br1213
16,"NOTEBOOK LENOVO IDEAPAD 3I INTEL CORE I7-1165G7, 8GB RAM, SSD 512GB, 15.6 FULL HD, IRIS XE GRAPHICS, WINDOWS 11 HOME, CINZA - 82MD000RBR","R$ 3.699,99",https://www.kabum.com.br//produto/435937/notebook-lenovo-ideapad-3i-intel-core-i7-1165g7-8gb-ram-ssd-512gb-15-6-full-hd-iris-xe-graphics-windows-11-home-cinza-82md000rbr
17,"NOTEBOOK GAMER ACER NITRO AMD RYZEN 5-5600H, 8GB RAM, GEFORCE GTX 1650, 512GB SSD, 15.6 FULL HD, WINDOWS 11, PRETO - AN515-45-R91A","R$ 4.499,99",https://www.kabum.com.br//produto/433421/notebook-gamer-acer-nitro-amd-ryzen-5-5600h-8gb-ram-geforce-gtx-1650-512gb-ssd-15-6-full-hd-windows-11-preto-an515-45-r91a
18,"NOTEBOOK LENOVO ULTRAFINO IDEAPAD 3 RYZEN 7-5700U, 8GB, SSD 256GB, WINDOWS 11, 15.6, PRATA - 82MF0004BR","R$ 3.999,99",https://www.kabum.com.br//produto/254197/notebook-lenovo-ultrafino-ideapad-3-ryzen-7-5700u-8gb-ssd-256gb-windows-11-15-6-prata-82mf0004br
19,"NOTEBOOK ASUS INTEL CORE I5-1035G1, 8GB, SSD 256GB, 15.6 FULL HD, INTEL GRAPHICS 620, WINDOWS 11 HOME, CINZA - X515JA-EJ1792W","R$ 3.369,99",https://www.kabum.com.br//produto/268409/notebook-asus-intel-core-i5-1035g1-8gb-ssd-256gb-15-6-full-hd-intel-graphics-620-windows-11-home-cinza-x515ja-ej1792w
20,"NOTEBOOK GAMER ASUS TUF INTEL CORE I7-12700H, GEFORCE RTX 3050, 8GB RAM, SSD 512GB, 15.6 FULL HD 144HZ, KEEPOS, CINZA - FX507ZC4-HN112","R$ 5.999,99",https://www.kabum.com.br//produto/461315/notebook-gamer-asus-tuf-intel-core-i7-12700h-geforce-rtx-3050-8gb-ram-ssd-512gb-15-6-full-hd-144hz-keepos-cinza-fx507zc4-hn112
21,"NOTEBOOK ASUS INTEL CELERON DUAL CORE N4020, 4GB RAM, 128GB, TELA 15.6, WINDOWS 11 PRO, BLUE - E510MA-BR701X","R$ 1.899,99",https://www.kabum.com.br//produto/369915/notebook-asus-intel-celeron-dual-core-n4020-4gb-ram-128gb-tela-15-6-windows-11-pro-blue-e510ma-br701x
22,"NOTEBOOK GAMER LENOVO GAMING 3 AMD RYZEN 7-5800H, GEFORCE GTX1650, 8GB RAM, SSD 256GB, 15.6 FULL HD, WINDOWS 11, PRETO  - 82MJ0001BR","R$ 3.999,99",https://www.kabum.com.br//produto/373930/notebook-gamer-lenovo-gaming-3-amd-ryzen-7-5800h-geforce-gtx1650-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-preto-82mj0001br
23,"NOTEBOOK LENOVO IDEAPAD 3I, I5-1135G7, 256GB RAM, SSD 8GB, TELA 15.6 FULL HD,  WIN 11 HOME - 82MD0007BR","R$ 3.599,00",https://www.kabum.com.br//produto/365425/notebook-lenovo-ideapad-3i-i5-1135g7-256gb-ram-ssd-8gb-tela-15-6-full-hd-win-11-home-82md0007br
24,"NOTEBOOK ACER SWIFT 3 INTEL CORE I5-1135G7 EVO, 16GB RAM, SSD 512GB, 14 FULL HD, WINDOWS 11 HOME, AZUL - SF314-511-56UR","R$ 4.399,99",https://www.kabum.com.br//produto/398074/notebook-acer-swift-3-intel-core-i5-1135g7-evo-16gb-ram-ssd-512gb-14-full-hd-windows-11-home-azul-sf314-511-56ur
25,"NOTEBOOK ASUS INTEL CELERON DUAL CORE N4020, 4GB RAM, 128GB, TELA 15.6, WINDOWS 11 PRO, ROSE GOLD - E510MA-BR703X","R$ 1.999,99",https://www.kabum.com.br//produto/369916/notebook-asus-intel-celeron-dual-core-n4020-4gb-ram-128gb-tela-15-6-windows-11-pro-rose-gold-e510ma-br703x
26,"NOTEBOOK ASUS INTEL CELERON DUAL CORE N4020, 4GB RAM, SSD 256GB, 15.6 HD, WINDOWS 11 HOME, CINZA - X515MA-BR765W","R$ 1.729,99",https://www.kabum.com.br//produto/458915/notebook-asus-intel-celeron-dual-core-n4020-4gb-ram-ssd-256gb-15-6-hd-windows-11-home-cinza-x515ma-br765w
27,NOTEBOOK ASUS INTEL CORE I3 4GB SSD 256GB TELA 15.6 ENDLESS OS - X515JA,"R$ 1.889,10",https://www.kabum.com.br//produto/390748/notebook-asus-intel-core-i3-4gb-ssd-256gb-tela-15-6-endless-os-x515ja
28,"NOTEBOOK GAMER ASUS TUF INTEL CORE I7-12700H, GEFORCE RTX 3050, 16GB RAM, SSD 512GB, 15.6 FULL HD 144HZ, WINDOWS 11 HOME, CINZA - FX507ZC4-HN113W","R$ 6.799,99",https://www.kabum.com.br//produto/461316/notebook-gamer-asus-tuf-intel-core-i7-12700h-geforce-rtx-3050-16gb-ram-ssd-512gb-15-6-full-hd-144hz-windows-11-home-cinza-fx507zc4-hn113w
29,"NOTEBOOK LENOVO ULTRAFINO IDEAPAD RYZEN 5-5500U, 8GB, 256GB SSD, 15.6 FULL HD, LINUX, CINZA - 82MFS00100","R$ 3.399,99",https://www.kabum.com.br//produto/264621/notebook-lenovo-ultrafino-ideapad-ryzen-5-5500u-8gb-256gb-ssd-15-6-full-hd-linux-cinza-82mfs00100
30,"NOTEBOOK ACER ASPIRE 5, AMD RYZEN 3, WINDOWS 11 HOME, 8GB, 256GB SSD, 15.6"" FULL HD - A515-45-R6KH","R$ 2.659,05",https://www.kabum.com.br//produto/312146/notebook-acer-aspire-5-amd-ryzen-3-windows-11-home-8gb-256gb-ssd-15-6-full-hd-a515-45-r6kh
31,"NOTEBOOK LENOVO IDEAPAD 3I INTEL CELERON N4020 DUAL CORE, 4GB, SSD 128GB, WINDOWS 11, 15.6, PRATA - 82BU0006BR","R$ 1.699,99",https://www.kabum.com.br//produto/254195/notebook-lenovo-ideapad-3i-intel-celeron-n4020-dual-core-4gb-ssd-128gb-windows-11-15-6-prata-82bu0006br
32,"NOTEBOOK ACER INTEL CORE I5, 8GB, 512GB SSD, TELA 15.6 FULL HD, INTEL IRIS XE, WINDOWS 11, ASPIRE 3, PRATA","R$ 3.059,10",https://www.kabum.com.br//produto/400627/notebook-acer-intel-core-i5-8gb-512gb-ssd-tela-15-6-full-hd-intel-iris-xe-windows-11-aspire-3-prata
33,"NOTEBOOK DELL INSPIRON INTEL CORE I3 1115G4, 8GB RAM, SSD 256GB, TELA 15.6 FULL HD, WINDOWS 11 HOME, PRETO - I15-I1100-A30P","R$ 2.975,07",https://www.kabum.com.br//produto/384167/notebook-dell-inspiron-intel-core-i3-1115g4-8gb-ram-ssd-256gb-tela-15-6-full-hd-windows-11-home-preto-i15-i1100-a30p
34,"NOTEBOOK HP 256 G8 INTEL CORE I3, RAM 8GB, SSD 256GB, 15.6 POLEGADAS HD, WINDOWS 11 HOME SL","R$ 2.474,10",https://www.kabum.com.br//produto/417996/notebook-hp-256-g8-intel-core-i3-ram-8gb-ssd-256gb-15-6-polegadas-hd-windows-11-home-sl
35,"NOTEBOOK SAMSUNG BOOK INTEL CELERON 6305, 4GB RAM, HD 500GB, 15.6 FULL HD, INTEL UHD GRAPHICS, LINUX, CINZA - NP550XDZ-KO4BR","R$ 1.999,99",https://www.kabum.com.br//produto/235912/notebook-samsung-book-intel-celeron-6305-4gb-ram-hd-500gb-15-6-full-hd-intel-uhd-graphics-linux-cinza-np550xdz-ko4br
36,"NOTEBOOK ASUS INTEL CELERON DUAL CORE N4020, 4GB RAM, EMMC 128GB, 15.6 HD, WINDOWS 11 PRO, PRETO - E510MA-BR702X","R$ 1.799,99",https://www.kabum.com.br//produto/430129/notebook-asus-intel-celeron-dual-core-n4020-4gb-ram-emmc-128gb-15-6-hd-windows-11-pro-preto-e510ma-br702x
37,"NOTEBOOK GAMER ASUS VIVOBOOK PRO 15 AMD RYZEN 7-6800H, 16GB RAM, GEFORCE RTX3050, SSD 512GB, 15.6 FULL HD 144HZ, WINDOWS 11, AZUL - M6500RC-HN088W","R$ 6.999,99",https://www.kabum.com.br//produto/430134/notebook-gamer-asus-vivobook-pro-15-amd-ryzen-7-6800h-16gb-ram-geforce-rtx3050-ssd-512gb-15-6-full-hd-144hz-windows-11-azul-m6500rc-hn088w
38,"NOTEBOOK SAMSUNG INTEL CORE I5-1135G7, 8GB RAM, SSD 256GB, 15.6 FULL HD, WINDOWS 11 HOME, CINZA - NP550XDA-KH2BR","R$ 2.949,90",https://www.kabum.com.br//produto/356530/notebook-samsung-intel-core-i5-1135g7-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-cinza-np550xda-kh2br
39,"NOTEBOOK ACER ASPIRE 3 INTEL CELERON N4020 DUAL CORE, 4GB RAM, SSD 128GB, 15.6 HD, WINDOWS 11, MICROSOFT OFFICE, PRETO - A315-34-C2BV","R$ 1.949,99",https://www.kabum.com.br//produto/367374/notebook-acer-aspire-3-intel-celeron-n4020-dual-core-4gb-ram-ssd-128gb-15-6-hd-windows-11-microsoft-office-preto-a315-34-c2bv
40,"NOTEBOOK GAMER ACER NITRO 5 AN517-54-70Y7, INTEL CORE I7, 8GB, 512GB SSD, RTX 3050, LINUX, GUTTA, 17.3 POLEGADAS, FHD","R$ 8.168,49",https://www.kabum.com.br//produto/398492/notebook-gamer-acer-nitro-5-an517-54-70y7-intel-core-i7-8gb-512gb-ssd-rtx-3050-linux-gutta-17-3-polegadas-fhd
41,"NOTEBOOK GAMER DELL ALIENWARE M15 R6 INTEL CORE I7-11800H, 16GB RAM, SSD 1TB, GEFORCE RTX 3070, 15.6 FHD, WINDOWS  11, PRETO - AW15-I1100-A30P","R$ 14.999,99",https://www.kabum.com.br//produto/359564/notebook-gamer-dell-alienware-m15-r6-intel-core-i7-11800h-16gb-ram-ssd-1tb-geforce-rtx-3070-15-6-fhd-windows-11-preto-aw15-i1100-a30p
42,NOTEBOOK SAMSUNG BOOK INTEL CORE I3 4GB,"R$ 2.250,00",https://www.kabum.com.br//produto/449231/notebook-samsung-book-intel-core-i3-4gb
43,"NOTEBOOK GAMER PREDATOR HELIOS 300 PH315-54-70LH I7 11ª WINDOWS 11 HOME 16GB 512GB SSD RTX 3070 15,6","R$ 8.549,05",https://www.kabum.com.br//produto/320322/notebook-gamer-predator-helios-300-ph315-54-70lh-i7-11-windows-11-home-16gb-512gb-ssd-rtx-3070-15-6
44,"NOTEBOOK GAMER ACER NITRO 5, INTEL CORE I7-11800H, 8GB RAM, SSD 512, NVIDIA GEFORCE GTX 1650, TELA DE 17.3 POLEGADAS FHD, LINUX - AN517-54-79WA","R$ 5.034,05",https://www.kabum.com.br//produto/398496/notebook-gamer-acer-nitro-5-intel-core-i7-11800h-8gb-ram-ssd-512-nvidia-geforce-gtx-1650-tela-de-17-3-polegadas-fhd-linux-an517-54-79wa
45,"NOTEBOOK SAMSUNG GALAXY BOOK2 360 INTEL CORE I5-1235U, 8GB RAM, SSD 256GB, 13.3 FHD AMOLED, IRIS XE, TOUCH, WINDOWS 11, PRATA - NP730QED-KF4BR","R$ 7.099,99",https://www.kabum.com.br//produto/373081/notebook-samsung-galaxy-book2-360-intel-core-i5-1235u-8gb-ram-ssd-256gb-13-3-fhd-amoled-iris-xe-touch-windows-11-prata-np730qed-kf4br
46,"NOTEBOOK HP COMPAQ PRESARIO 427 INTEL PENTIUM N3700, 4GB RAM, SSD 240GB, 14 POLEGADAS LED HD TN, INTEL HD GRAPHICS, LINUX, CINZA","R$ 989,10",https://www.kabum.com.br//produto/281548/notebook-hp-compaq-presario-427-intel-pentium-n3700-4gb-ram-ssd-240gb-14-polegadas-led-hd-tn-intel-hd-graphics-linux-cinza
47,"NOTEBOOK LENOVO ULTRAFINO IDEAPAD 3I INTEL CORE I5-1135G7, 8GB RAM, SSD 256GB, 15.6 FULL HD, IRIS XE, WINDOWS 11, CINZA - 82MD0007BR","R$ 2.999,99",https://www.kabum.com.br//produto/373929/notebook-lenovo-ultrafino-ideapad-3i-intel-core-i5-1135g7-8gb-ram-ssd-256gb-15-6-full-hd-iris-xe-windows-11-cinza-82md0007br
48,"NOTEBOOK COMPAQ PRESARIO 436 14,1´´ INTEL CORE I3 6157U WINDOWS 10 HOME 8GB RAM 240GB SSD CINZA","R$ 1.869,15",https://www.kabum.com.br//produto/375131/notebook-compaq-presario-436-14-1-intel-core-i3-6157u-windows-10-home-8gb-ram-240gb-ssd-cinza
49,"MACBOOK AIR M1, 8GB, 256GB SSD, TELA 13.3 POLEGADAS, SPACE GRAY - MGN63LL/A","R$ 6.199,00",https://www.kabum.com.br//produto/160497/macbook-air-m1-8gb-256gb-ssd-tela-13-3-polegadas-space-gray-mgn63ll-a
50,"NOTEBOOK ACER ASPIRE 5 INTEL CORE I3 1115G4 4.10GHZ 11ª GERAÇÃO 8GB DDR4 256GB SSD 14"" FULL HD WINDOWS 11 A514-54-397J","R$ 2.899,00",https://www.kabum.com.br//produto/316713/notebook-acer-aspire-5-intel-core-i3-1115g4-4-10ghz-11-geracao-8gb-ddr4-256gb-ssd-14-full-hd-windows-11-a514-54-397j
51,"NOTEBOOK LENOVO IDEAPAD 3I I7-1165G7 16GB, 512GB SSD, 15.6 POLEGADAS FULL HD, PLACA DE VÍDEO INTEL IRIS® XE, WINDOWS 11","R$ 4.699,00",https://www.kabum.com.br//produto/256187/notebook-lenovo-ideapad-3i-i7-1165g7-16gb-512gb-ssd-15-6-polegadas-full-hd-placa-de-video-intel-iris-xe-windows-11
52,"NOTEBOOK LENOVO IDEAPAD 3I INTEL CORE I7-1165G7, 8GB RAM, 256GB SSD, 15.6 FULL HD, WINDOWS 11, CINZA - 82MD0008BR","R$ 3.799,99",https://www.kabum.com.br//produto/399676/notebook-lenovo-ideapad-3i-intel-core-i7-1165g7-8gb-ram-256gb-ssd-15-6-full-hd-windows-11-cinza-82md0008br
53,"NOTEBOOK ACER ASPIRE 5 A514-54-56HA, INTEL CORE I5 11A GERAÇÃO, 8GB, 512GB SSD, 14"" FULL HD, INTEL IRIS XE GRAPHICS, WINDOWS 11 HOME","R$ 3.924,89",https://www.kabum.com.br//produto/306924/notebook-acer-aspire-5-a514-54-56ha-intel-core-i5-11a-geracao-8gb-512gb-ssd-14-full-hd-intel-iris-xe-graphics-windows-11-home
54,NOTEBOOK DELL INSPIRON 15 3000 INTEL CORE I5,"R$ 3.284,10",https://www.kabum.com.br//produto/459209/notebook-dell-inspiron-15-3000-intel-core-i5
55,"NOTEBOOK SAMSUNG INTEL CORE I3-1115G4, 4GB RAM, SSD 256GB, 15.6 FULL HD, WINDOWS 11 HOME, CINZA - NP550XDA-KV3BR","R$ 2.199,99",https://www.kabum.com.br//produto/356529/notebook-samsung-intel-core-i3-1115g4-4gb-ram-ssd-256gb-15-6-full-hd-windows-11-home-cinza-np550xda-kv3br
56,"NOTEBOOK LENOVO IDEAPAD 330-15IKB, INTEL CORE I3-7020U, 4GB RAM, 1TB, TELA 15.6POLEGADAS, WINDOWS 10","R$ 1.649,00",https://www.kabum.com.br//produto/456939/notebook-lenovo-ideapad-330-15ikb-intel-core-i3-7020u-4gb-ram-1tb-tela-15-6polegadas-windows-10
57,"NOTEBOOK GAMER ACER NITRO AMD RYZEN 7-5800H, 8GB RAM, GEFORCE GTX 1650, 1TB SSD, 15.6 FULL HD, WINDOWS 11, PRETO - AN515-45-R4S3","R$ 5.499,99",https://www.kabum.com.br//produto/433422/notebook-gamer-acer-nitro-amd-ryzen-7-5800h-8gb-ram-geforce-gtx-1650-1tb-ssd-15-6-full-hd-windows-11-preto-an515-45-r4s3
58,"NOTEBOOK LENOVO IDEAPAD GAMING 3I I7-11370H, 16GB RAM, SSD 512GB, GTX 1650 4GB, 15.6 POLEGADAS, FHD, W11- 82MG0000BR","R$ 5.550,09",https://www.kabum.com.br//produto/270611/notebook-lenovo-ideapad-gaming-3i-i7-11370h-16gb-ram-ssd-512gb-gtx-1650-4gb-15-6-polegadas-fhd-w11-82mg0000br
59,"NOTEBOOK ASUS AMD RYZEN 7-3700U, 8GB RAM, SSD 256GB, 15.6 FULL HD, WINDOWS 11, CINZA - M515DA-BR1454W","R$ 3.399,99",https://www.kabum.com.br//produto/393217/notebook-asus-amd-ryzen-7-3700u-8gb-ram-ssd-256gb-15-6-full-hd-windows-11-cinza-m515da-br1454w
60,"NOTEBOOK VAIO FE15 INTEL CORE I7-1255U, 8GB RAM, SSD 256GB, 15.6 FULL HD, LINUX, CINZA - VJFE54F11X-B0811H","R$ 3.499,99",https://www.kabum.com.br//produto/454091/notebook-vaio-fe15-intel-core-i7-1255u-8gb-ram-ssd-256gb-15-6-full-hd-linux-cinza-vjfe54f11x-b0811h
61,"MACBOOK AIR M1 8GB, 256GB SSD, TELA 13.3"", GOLD, 2020 - MGND3LL/A","R$ 6.697,49",https://www.kabum.com.br//produto/164867/macbook-air-m1-8gb-256gb-ssd-tela-13-3-gold-2020-mgnd3ll-a
62,"NOTEBOOK LENOVO ULTRAFINO IDEAPAD 3I INTEL CORE I3-1115G4, 4GB RAM, SSD 256GB, 15.6 FULL HD, LINUX, CINZA - 82MDS00300","R$ 2.399,99",https://www.kabum.com.br//produto/373941/notebook-lenovo-ultrafino-ideapad-3i-intel-core-i3-1115g4-4gb-ram-ssd-256gb-15-6-full-hd-linux-cinza-82mds00300
63,"NOTEBOOK GAMER ACER NITRO 5 AMD RYZEN 7-4800H, 8GB RAM, SSD 512GB, GEFORCE GTX 1650, 15.6 FULL HD, LINUX, PRETO - AN515-44-R11B","R$ 6.199,99",https://www.kabum.com.br//produto/339782/notebook-gamer-acer-nitro-5-amd-ryzen-7-4800h-8gb-ram-ssd-512gb-geforce-gtx-1650-15-6-full-hd-linux-preto-an515-44-r11b
64,NOTEBOOK GAMER ACER NITRO 5 AN517-54-59KR INTEL CORE I5 LINUX GUTTA 8GB 512GB SSD GTX 1650 17.POLEGADAS FHD,"R$ 4.369,05",https://www.kabum.com.br//produto/398490/notebook-gamer-acer-nitro-5-an517-54-59kr-intel-core-i5-linux-gutta-8gb-512gb-ssd-gtx-1650-17-polegadas-fhd
65,"NOTEBOOK ACER PREDATOR TRITON PT316-51S-78V9 I7 12ª WINDOWS 11 HOME, RTX 3060 16GB 1TB SSD 16”, WQXGA","R$ 9.499,05",https://www.kabum.com.br//produto/441524/notebook-acer-predator-triton-pt316-51s-78v9-i7-12-windows-11-home-rtx-3060-16gb-1tb-ssd-16-wqxga
66,"NOTEBOOK ASUS VIVOBOOK 15, INTEL CORE I3 1115G4 3GHZ, 8GB RAM, SSD 512GB W11 HOME, TELA 15,6 LED FHD, INTEL IRIS XE PRATA METÁLICO - X1500EA-EJ3667W","R$ 2.520,00",https://www.kabum.com.br//produto/459454/notebook-asus-vivobook-15-intel-core-i3-1115g4-3ghz-8gb-ram-ssd-512gb-w11-home-tela-15-6-led-fhd-intel-iris-xe-prata-metalico-x1500ea-ej3667w
67,"NOTEBOOK GAMER LENOVO GAMING 3 AMD RYZEN 7-5800H, GTX 1650 4GB, 8GB RAM, SSD 256GB, 15.6 FULL HD, LINUX, PRETO - 82MJS00400","R$ 5.099,99",https://www.kabum.com.br//produto/399675/notebook-gamer-lenovo-gaming-3-amd-ryzen-7-5800h-gtx-1650-4gb-8gb-ram-ssd-256gb-15-6-full-hd-linux-preto-82mjs00400
68,"NOTEBOOK ACER ASPIRE VERO, I5-1135G7, W11, 8GB, SSD M.2 NVME 256GB, TELA 15.6 POLEGADAS, FHD - AV15-51-53AP","R$ 3.149,10",https://www.kabum.com.br//produto/398011/notebook-acer-aspire-vero-i5-1135g7-w11-8gb-ssd-m-2-nvme-256gb-tela-15-6-polegadas-fhd-av15-51-53ap
69,"NOTEBOOK LEGACY CLOUD WIN10 HOME INTEL QUAD 4GB 64GB 14,1 POL. HD CINZA + MICROSOFT 365 PERSONAL COM 1TB NA NUVEM - PC137","R$ 899,10",https://www.kabum.com.br//produto/404569/notebook-legacy-cloud-win10-home-intel-quad-4gb-64gb-14-1-pol-hd-cinza-microsoft-365-personal-com-1tb-na-nuvem-pc137
70,"NOTEBOOK ACER ASPIRE 5 INTEL CORE I3-10110U, 4GB RAM, SSD 256GB NVME, 15.6 FULL HD ULTRAFINO, WINDOWS 10 HOME, PRATA - A515-54-34LD","R$ 2.799,99",https://www.kabum.com.br//produto/255432/notebook-acer-aspire-5-intel-core-i3-10110u-4gb-ram-ssd-256gb-nvme-15-6-full-hd-ultrafino-windows-10-home-prata-a515-54-34ld
71,"NOTEBOOK MULTI 2 EM 1 INTEL CELERON N4020, 4GB RAM, 64GB, TELA 11.6 HD IPS TOUCH, WINDOWS 11 HOME, MICROSOFT OFFICE 365, PRATA - PC280","R$ 1.249,99",https://www.kabum.com.br//produto/356759/notebook-multi-2-em-1-intel-celeron-n4020-4gb-ram-64gb-tela-11-6-hd-ips-touch-windows-11-home-microsoft-office-365-prata-pc280
72,"NOTEBOOK LG GRAM INTEL CORE I5, 8GB RAM, 256GB SSD, TELA 14 IPS FHD, WINDOWS 10 HOME, TITANIUM - 14Z90N","R$ 5.604,74",https://www.kabum.com.br//produto/363702/notebook-lg-gram-intel-core-i5-8gb-ram-256gb-ssd-tela-14-ips-fhd-windows-10-home-titanium-14z90n
